entity,isInUMLS,weight
pgr variants,0,19.4091
pharmacoeconomic studies,0,19.4091
pharmacophore hypothesis,0,19.4091
phenolic metabolites,0,19.4091
phenotype women,0,19.4091
phosphatase level,0,19.4091
phthalate exposure,0,19.4091
phthalate exposures,0,19.4091
physical training,0,19.4091
physician hospital,0,19.4091
physiological oxygen,0,19.4091
placebo infusion,0,19.4091
placebo pellets,0,19.4091
placental transcriptome,0,19.4091
plasma aom,0,19.4091
plasma cysteinylglycine,0,19.4091
plasma growth,0,19.4091
plasma uric,0,19.4091
plastic surgery,1,19.4091
pls regression,0,19.4091
pm breast,0,19.4091
pnpla3 cells,0,19.4091
pnpla3 cg,0,19.4091
pnpla3 genotypes,0,19.4091
pocket card,0,19.4091
polish gynecological,0,19.4091
polygenic effect,0,19.4091
polymerase iii,0,19.4091
polymorphism +276g,0,19.4091
polymorphism androgen,0,19.4091
polyphenol contents,0,19.4091
pooled controls,0,19.4091
poor contact,0,19.4091
poor knowledge,0,19.4091
poorly-differentiated foci,0,19.4091
porcine adipocytes,0,19.4091
portal films,0,19.4091
portions week,0,19.4091
positive finding,1,19.4091
positive outcome,0,19.4091
positive self-image,1,19.4091
post-menopausal ec,0,19.4091
post-operative adhesion,0,19.4091
post-tx assessment,0,19.4091
postsurgical complications,1,19.4091
postural stability,0,19.4091
ppar target,0,19.4091
ppar-γ activity,0,19.4091
ppargamma genotype,0,19.4091
pparα ob,0,19.4091
pparγ agonistic,0,19.4091
pr gene,0,19.4091
prca recurrence,0,19.4091
pre-diagnostic smoking,0,19.4091
pre-pregnancy diabetes,0,19.4091
pre-surgery weight,0,19.4091
prebiotic concept,0,19.4091
prebiotic potential,0,19.4091
precancer anthropometric,0,19.4091
prediction system,0,19.4091
predictive validity,1,19.4091
predictor biomarkers,0,19.4091
premature cad,0,19.4091
prenatal des,0,19.4091
preoperative aus,0,19.4091
preoperative biopsy,0,19.4091
preoperative status,0,19.4091
press release,1,19.4091
presurgical risk,0,19.4091
prevalent cv,0,19.4091
prevention practices,0,19.4091
preventive drug,0,19.4091
preventive screenings,0,19.4091
prior bladder,0,19.4091
prior ida,0,19.4091
prior malignancy,0,19.4091
prison inmates,1,19.4091
pro arg,0,19.4091
pro-walking beliefs,0,19.4091
procyanidin b1,1,19.4091
productivity loss,0,19.4091
prognosis effect,0,19.4091
prognosis models,0,19.4091
programmed necrosis,0,19.4091
proliferation depths,0,19.4091
proliferative lifespan,0,19.4091
proline oxidase,1,19.4091
proline-linked pentose-phosphate,0,19.4091
propolis supplement,0,19.4091
prostate epithelium,0,19.4091
protease-activated receptor,0,19.4091
proteasome levels,0,19.4091
protected time,0,19.4091
protein alternatives,0,19.4091
protein profile,0,19.4091
protein supplementation,1,19.4091
protein-fed rats,0,19.4091
protein-rich diet,0,19.4091
proximal dvt,0,19.4091
psychological barriers,0,19.4091
psychosocial burden,0,19.4091
psychosocial risk,0,19.4091
pten deficiency,0,19.4091
pten haploinsufficiency,0,19.4091
pten knockout,0,19.4091
ptges2 arg298his,0,19.4091
pubertal subjects,0,19.4091
public transport,1,19.4091
published documents,0,19.4091
pump inhibitor-refractory,0,19.4091
purchase locations,0,19.4091
pure ad,0,19.4091
purification strategies,0,19.4091
pvr urine,0,19.4091
pyoderma gangrenosum,1,19.4091
q192r polymorphism,0,19.4091
q223r gene,0,19.4091
qualitative age,0,19.4091
qualitative age-interactions,0,19.4091
quantitative bias,0,19.4091
race differences,0,19.4091
racial-ethnic groups,0,19.4091
radiation responses,0,19.4091
rag1 hfd-fed,0,19.4091
rals group,0,19.4091
ran levels,0,19.4091
rapamycin resistance,0,19.4091
ras components,0,19.4091
ratio quartile,0,19.4091
ratio z-score,0,19.4091
raw garlic,0,19.4091
rdi reduction,0,19.4091
recent-onset diabetes,0,19.4091
receptor abundance,0,19.4091
receptor gpr40,0,19.4091
receptor-deficient obese,0,19.4091
receptor-defined breast,0,19.4091
recommended care,0,19.4091
rectal mobilization,0,19.4091
rectal symptoms,1,19.4091
recurrence pattern,0,19.4091
recurrent reflux,0,19.4091
recurrent stroke,0,19.4091
reduction pattern,0,19.4091
reference gene,0,19.4091
reference groups,1,19.4091
reference study,0,19.4091
reflux-type symptoms,0,19.4091
regimen dose,0,19.4091
region iv,0,19.4091
registered trials,0,19.4091
relapse-free status,0,19.4091
related arm,0,19.4091
related nutrients,0,19.4091
relationship groups,0,19.4091
relative disease,0,19.4091
relevant pain,0,19.4091
religious salience,0,19.4091
relmβ levels,0,19.4091
renal artery,1,19.4091
renal-pelvis cancer,0,19.4091
repair-related genes,0,19.4091
replacement estrogen,1,19.4091
resected pda,0,19.4091
resectional rygb,0,19.4091
residential services,0,19.4091
resistance diseases,0,19.4091
resistance dm,0,19.4091
resistance syndromes,0,19.4091
respiratory mechanics,1,19.4091
response theory,0,19.4091
restrictive diet,0,19.4091
retinal ganglion,1,19.4091
retrocolic-retrogastric route,0,19.4091
rfs cms,0,19.4091
rhoa activation,0,19.4091
right lung,1,19.4091
right shoulder,1,19.4091
rise speed,0,19.4091
risks model,0,19.4091
rnu patients,0,19.4091
robot-assisted tlh,0,19.4091
ron receptor,0,19.4091
ros rns,0,19.4091
roux-en-y bypass,1,19.4091
roux-en-y jejunal,0,19.4091
rr+gr genotype,0,19.4091
rs1800795 genotype,0,19.4091
rt-induced easrs,0,19.4091
runx1 expression,0,19.4091
s6k1 kinase,0,19.4091
salivary amylase,1,19.4091
samoan men,0,19.4091
sarcoma survivorship,0,19.4091
sat measurements,0,19.4091
saturated fas,0,19.4091
sbi group,0,19.4091
score sheet,0,19.4091
scottish women,0,19.4091
screen-detected diabetes,0,19.4091
screen-detected patients,0,19.4091
screenee cohort,0,19.4091
screening attendance,0,19.4091
se-selectin levels,0,19.4091
sea buckthorn,1,19.4091
seafood intake,1,19.4091
seasonal variation,1,19.4091
section analysis,0,19.4091
self-report scales,0,19.4091
self-reported fatigue,0,19.4091
senior men,0,19.4091
sequestosome 1,1,19.4091
ser-727 phosphorylation,0,19.4091
serologic markers,0,19.4091
seroma volume,0,19.4091
serum 17β-estradiol,0,19.4091
serum interleukin-6,1,19.4091
serum lpa,0,19.4091
serum scd200,0,19.4091
serum traf6,0,19.4091
service innovations,0,19.4091
ses distribution,0,19.4091
severe neutropenia,0,19.4091
sex steroid-related,0,19.4091
sex-based differences,0,19.4091
sex-specific incidence,0,19.4091
sh-sy5y cells,0,19.4091
shape volume,0,19.4091
shbg plasma,0,19.4091
ship2 levels,0,19.4091
short ar,0,19.4091
sickness responses,0,19.4091
signet-ring cell,0,19.4091
siliguri city,0,19.4091
sim1 gene,1,19.4091
simultaneously targeting,0,19.4091
single-arm trials,0,19.4091
sirt1 overexpression,0,19.4091
sirt1 promoter,0,19.4091
sk-br3 cells,0,19.4091
sleep characteristics,0,19.4091
slim patients,0,19.4091
slow waves,1,19.4091
slow-growing bph,0,19.4091
small workplaces,0,19.4091
small-bowel obstruction,0,19.4091
smartphone app,0,19.4091
smc migration,0,19.4091
smd analysis,0,19.4091
smear cytology,0,19.4091
smear performance,0,19.4091
smo protein,0,19.4091
smoking alcohol,0,19.4091
smoking-related cancers,0,19.4091
snp rs1501299,0,19.4091
snp rs224176,0,19.4091
socs3 gene,1,19.4091
sodium compound,1,19.4091
sorghum phytochemicals,0,19.4091
southern thailand,0,19.4091
soy protein-fed,0,19.4091
soya bean,1,19.4091
spanish-language web,0,19.4091
spec-2 cell,0,19.4091
specimen removal,0,19.4091
specimen weight,1,19.4091
spicy diet,0,19.4091
squamous ncslc,0,19.4091
srd5a2 gene,1,19.4091
srd5a2 polymorphism,0,19.4091
srebf-1 gene,0,19.4091
srebp pathway,0,19.4091
srebp-1 activation,0,19.4091
ssat mrna,0,19.4091
stage malignancies,0,19.4091
standard semen,0,19.4091
starch diet,0,19.4091
state trends,0,19.4091
stature loss,0,19.4091
steps communities,0,19.4091
steroid sulfatase,1,19.4091
stop-codon variants,0,19.4091
storage luts,0,19.4091
stroke events,0,19.4091
stroke rates,0,19.4091
structural chemoproteomics,0,19.4091
structural lesions,0,19.4091
su differences,0,19.4091
successful group,0,19.4091
sun sensitivity,1,19.4091
supplement group,0,19.4091
supraphysiological concentrations,0,19.4091
surgery time,0,19.4091
surgery-alone group,0,19.4091
surveillance colonoscopies,0,19.4091
survivor trial,0,19.4091
suvmax ratio,0,19.4091
sw872-conditioned media,0,19.4091
sweet-beverage consumption,0,19.4091
symptom-related barriers,0,19.4091
symptomatic disease,0,19.4091
symptomatic meningioma,0,19.4091
symptoms scores,0,19.4091
synchronous opc,0,19.4091
syndrome-associated phenotypes,0,19.4091
systemic estrogens,0,19.4091
systems science,0,19.4091
t1 t2-t2,0,19.4091
t2 genotypes,0,19.4091
t2-t2 t2,0,19.4091
t2dm group,0,19.4091
tail tumors,0,19.4091
tailored communication,0,19.4091
tamoxifen level,0,19.4091
tap block,0,19.4091
tap63 isoform,0,19.4091
targeted food,0,19.4091
targeting obesity,0,19.4091
taz activators,0,19.4091
tb control,0,19.4091
tb suvmax,0,19.4091
td research,0,19.4091
tdm tci,0,19.4091
tea egcg,0,19.4091
technology-based weight,0,19.4091
temporal lobe,1,19.4091
tender joints,0,19.4091
test dose,0,19.4091
test duration,1,19.4091
tgf-β1-induced emt,0,19.4091
th1 cells,1,19.4091
th1 immunity,0,19.4091
th17 bias,0,19.4091
therapeutic products,0,19.4091
thickness ratio,0,19.4091
thigh perforator,1,19.4091
third-year residents,0,19.4091
thyroid cells,0,19.4091
thyroid conditions,0,19.4091
time framework,0,19.4091
time inactivity,0,19.4091
time scarcity,0,19.4091
times day,1,19.4091
tissue oestrogen,0,19.4091
tissue-conditioned medium,0,19.4091
tlh group,0,19.4091
tlr9 pathway,0,19.4091
tnbc cases,0,19.4091
total seroma,0,19.4091
town factors,0,19.4091
tp53 mutation,0,19.4091
tracheal intubation,1,19.4091
traditional vaccines,0,19.4091
traffic-related air,0,19.4091
training data,0,19.4091
transcriptional cofactors,0,19.4091
transfatty acids,0,19.4091
transgenic barley,0,19.4091
transition zone,0,19.4091
transvaginal application,0,19.4091
transvaginal hysterectomy,0,19.4091
trial activity,0,19.4091
triple-negative subtype,0,19.4091
trophic effect,0,19.4091
trp channels,0,19.4091
trpv1 receptors,0,19.4091
tsh levels,0,19.4091
tumor thrombus,1,19.4091
tumor virus,1,19.4091
tumor-induced hyperlipidemia,0,19.4091
tumour endothelial,0,19.4091
tumour formation,0,19.4091
tumour insulin,0,19.4091
tumour response,0,19.4091
twist proteins,0,19.4091
twitter users,0,19.4091
typical meta-analyses,0,19.4091
ubiquitylation sites,0,19.4091
uedvt development,0,19.4091
ugt2b17 deletion,0,19.4091
upper-body symptoms,0,19.4091
uptake group,0,19.4091
urate level,1,19.4091
urban blacks,0,19.4091
urban counties,0,19.4091
urban-rural disparity,0,19.4091
urethral sling,1,19.4091
urinary br-thm,0,19.4091
urine stone,1,19.4091
urologic conditions,0,19.4091
urologic surgery,1,19.4091
urology clinic,1,19.4091
user engagement,0,19.4091
uterine adenomyosis,1,19.4091
vaginal smears,1,19.4091
val103ile polymorphism,0,19.4091
vancomycin total,0,19.4091
variant rs9939609,0,19.4091
vas score,0,19.4091
vascular crisis,0,19.4091
vat sat,0,19.4091
vegan proteins,0,19.4091
venous tumor,0,19.4091
ventricular enlargement,1,19.4091
vessel permeation,0,19.4091
vfa bsa,0,19.4091
vfa group,0,19.4091
vfa-h group,0,19.4091
vfo group,0,19.4091
vgf expression,0,19.4091
vibrio species,1,19.4091
visfatin gene,0,19.4091
visfatin promoter,0,19.4091
vitamin-d levels,0,19.4091
vitb12 level,0,19.4091
vitro leptin,0,19.4091
vt ratio,0,19.4091
vte rate,0,19.4091
vα14-jα18 rearrangement,0,19.4091
waist change,0,19.4091
walker-256 tumor,0,19.4091
warfarin-induced necrosis,0,19.4091
water-based exercise,0,19.4091
wc group,0,19.4091
wdr13 gene,1,19.4091
web-based cookbook,0,19.4091
web-based intervention,0,19.4091
web-based programs,0,19.4091
weight intentionally,0,19.4091
weight state,0,19.4091
weight-loss community,0,19.4091
weight-loss outpatient,0,19.4091
weighted κ,0,19.4091
wells score,1,19.4091
west african,0,19.4091
white fish,1,19.4091
whr quintiles,0,19.4091
whr snps,0,19.4091
wicked health,0,19.4091
wildtype homozygous,0,19.4091
wilms rt,0,19.4091
within-class su,0,19.4091
woman clinician-detected,0,19.4091
work time,0,19.4091
work-lost days,0,19.4091
workplace setting,0,19.4091
wt control,0,19.4091
wwii survivors,0,19.4091
wwii-related ptsd,0,19.4091
xbai c454-351a,0,19.4091
xrcc1 genotype,0,19.4091
y-shaped approach,0,19.4091
yam powder,0,19.4091
yam powders,0,19.4091
yogurt consumption,0,19.4091
yoshida sarcoma,1,19.4091
zip3 areas,0,19.4091
znf577 promoter,0,19.4091
zymbal gland,1,19.4091
β-adrenergic receptor,0,19.4091
β3 integrin,0,19.4091
βkl levels,0,19.4091
ω3 pufa,0,19.4091
⁻ mice,0,19.4091
-174 g c il-6,0,18.9559
-200a c igfbp3 polymorphism,0,18.9559
0 kg m increment,0,18.9559
01 cm 10 g,0,18.9559
016 mmol l y,0,18.9559
1 g kg day,0,18.9559
1 kcal g ed,0,18.9559
1 ng ml cc,0,18.9559
10 bmi risk alleles,0,18.9559
10 g higher total,0,18.9559
10 met-h wk increment,0,18.9559
10 pound weight gain,0,18.9559
10 weight loss group,0,18.9559
10-point increase in adherence,0,18.9559
10-y increment of duration,0,18.9559
100 mg m2 day,0,18.9559
100-g intake of fruit,0,18.9559
106 c t variant,0,18.9559
116 human colorectal carcinoma,0,18.9559
12 g cm2 vs,0,18.9559
12-month telephone-delivered weight loss,0,18.9559
12-week physical activity intervention,0,18.9559
120+ months of treatment,0,18.9559
129pas plus c57bl 6j,0,18.9559
15 g cm2 vs,0,18.9559
15-f -isop and 15-f,0,18.9559
18f-fdg uptake on pet,0,18.9559
2 international prostate symptom,0,18.9559
2 met h day,0,18.9559
2-hour postprandial plasma glucose,1,18.9559
2-year survivors of aya,0,18.9559
2005 canadian community health,0,18.9559
2006 radiation therapy oncology,0,18.9559
2009 national health interview,0,18.9559
2011 female schizophrenia patients,0,18.9559
2012 swiss health survey,0,18.9559
2014 coffey-holden prostate cancer,0,18.9559
21-gene recurrence score assay,0,18.9559
3-d image-based high dose,0,18.9559
30-day major postoperative complications,0,18.9559
3t3-l1 preadipocyte cell line,0,18.9559
4-fold increase in mmp-2,0,18.9559
400 fmol mg protein,0,18.9559
44 mitogen-activated protein kinase,0,18.9559
4f11 and 8a1 genes,0,18.9559
4t1 breast cancer cell,0,18.9559
5 obese ii iii,0,18.9559
5'-amp-activated kinase mammalian target,0,18.9559
5-fluorouracil in gastric cancer,0,18.9559
5-point increase in bmi,0,18.9559
5-unit change in bmi,0,18.9559
5-y change in body,0,18.9559
5-y change in waist,0,18.9559
5-y css for node,0,18.9559
5-y css vs 74,0,18.9559
50 thick myometrial invasion,0,18.9559
50 μmol l oleate,0,18.9559
500 mg l apocynin,0,18.9559
50th percentile of weight,0,18.9559
65+ rural health study,0,18.9559
7 general surgical operations,0,18.9559
7 mg kg day,0,18.9559
8-week low-starch low-dairy diet,0,18.9559
8-week pilot pa intervention,0,18.9559
847 kj 100 g,0,18.9559
9 mg kg bw,0,18.9559
94ins delattg promoter polymorphism,0,18.9559
a and b recommendations,0,18.9559
a and bmi a,0,18.9559
abcg1 and rxrα expression,0,18.9559
abdominal adiposity in relation,0,18.9559
abdominal and visceral obesity,0,18.9559
abdominal fat after menopause,0,18.9559
abdominal flap breast reconstruction,0,18.9559
abdominal obesity and lung,0,18.9559
aberrant crypt foci colon,0,18.9559
ability of ginsenoside rh2,0,18.9559
ability of prostate-specific antigen,0,18.9559
ability of the psa,0,18.9559
abnormal sex steroid profile,0,18.9559
abnormalities and cardiovascular risk,0,18.9559
abnormalities of dna methylation,0,18.9559
aboriginal and non-aboriginal victorians,0,18.9559
absence of diabetes mellitus,0,18.9559
absence of ovarian hormones,0,18.9559
absence of pituitary disease,0,18.9559
absenteeism and premature mortality,0,18.9559
absolute and relative cancer,0,18.9559
absolute dense breast volume,0,18.9559
absorption from the gut,0,18.9559
acceptance and equal treatment,0,18.9559
accumulation in adipose tissue,0,18.9559
accuracy of prebiopsy prostate,0,18.9559
accuracy of transvaginal ultrasonography,0,18.9559
acf number or multiplicity,0,18.9559
acid and related triterpenoids,0,18.9559
acid receptor-related orphan receptors,0,18.9559
acid synthesis and cell,0,18.9559
acidification with visceral obesity,0,18.9559
acids of erythrocyte membranes,0,18.9559
acm from obese eac,0,18.9559
acrylamide exposure and cancer,0,18.9559
actions and clinical significance,0,18.9559
activation and cell cycle,0,18.9559
activation of the mek,0,18.9559
active endometrial cancer survivors,0,18.9559
active form of ampk,0,18.9559
activities of cytoprotective enzymes,0,18.9559
activity and bat activity,0,18.9559
activity and good nutrition,0,18.9559
activity and less st,0,18.9559
activity and prostate cancer,0,18.9559
activity and total energy,0,18.9559
activity and weight management,0,18.9559
activity as risk factors,0,18.9559
activity behaviors and weight,0,18.9559
activity in adipose tissue,0,18.9559
activity in rheumatoid arthritis,0,18.9559
activity of tecomella undulata,0,18.9559
activity of tgf-beta family,0,18.9559
actual and potential role,0,18.9559
actual risk of cancer,0,18.9559
acupuncture on weight control,0,18.9559
acute and chronic cholecystitis,1,18.9559
addition of gastric bypass,0,18.9559
adenocarcinoma after gastric bypass,0,18.9559
adenoma and advanced polyps,0,18.9559
adenoma and hyperplastic polyps,0,18.9559
adenoma in japanese males,0,18.9559
adenoma occurrence at follow-up,0,18.9559
adenomas from l-fabp apc,0,18.9559
adenomas in obese individuals,0,18.9559
adenomatous polyps in males,0,18.9559
adequacy of prostate palpation,0,18.9559
adipocyte cancer cell paracrine,0,18.9559
adipocyte media on melanoma,0,18.9559
adipocyte-secreted factors on epcam+,0,18.9559
adipocytes and tumor cells,0,18.9559
adipocytes from lean women,0,18.9559
adipogenesis of 3t3-l1 cells,0,18.9559
adipokines and adhesion molecules,0,18.9559
adipokines and inflammatory cytokines,0,18.9559
adipokines and systemic inflammation,0,18.9559
adiponectin and adipor expression,0,18.9559
adiponectin and c-reactive protein,0,18.9559
adiponectin and higher levels,0,18.9559
adiponectin and insulin levels,0,18.9559
adiponectin and soluble leptin,0,18.9559
adiponectin in 3t3-l1 adipocytes,0,18.9559
adiponectin levels and tissue,0,18.9559
adiponectin on colon cancer,0,18.9559
adipoq polymorphisms and cancer,0,18.9559
adipose depots and cancer,0,18.9559
adipose tissue and serum,0,18.9559
adipose tissue dna methylation,0,18.9559
adipose tissue from pol,0,18.9559
adipose tissue of cvf,0,18.9559
adipose tissues and muscles,0,18.9559
adiposity and all-cause mortality,0,18.9559
adiposity and tumor characteristics,0,18.9559
adiposity in pediatric cancer,0,18.9559
adiposity throughout the life,0,18.9559
adjacent benign prostate tissue,0,18.9559
adjusted hrs of events,0,18.9559
adjusted incidence rate ratio,0,18.9559
adjusted or for bmi,0,18.9559
adjustment for educational level,0,18.9559
adjustment in obese adult,0,18.9559
adjuvant chemotherapy and radiation,0,18.9559
administration of recombinant cathepsin,0,18.9559
adnexal metastasis and vessel,0,18.9559
adolescent girls and adult,0,18.9559
adolescent patients with cancer,0,18.9559
adolescents without malignant disease,0,18.9559
adra2a germline gene polymorphism,0,18.9559
adropin levels in patients,0,18.9559
